constraint	structural	purity
quranic_gender_verses__contextual_egalitarian	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3365
quranic_gender_verses__literal_hierarchical	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.42383333333333334
quranic_gender_verses__progressive_abrogation	contaminated+factorization+excess_extraction	0.6875
qwerty_persistence__incumbent_preservation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3765
qwerty_persistence__lapsed_alternatives_reading	contaminated+factorization+excess_extraction	0.8235
qwerty_persistence_inevitability__path_dependency_reading	contaminated+excess_extraction	0.9760000000000001
qwerty_persistence_inevitability__strategic_lock_in_reading	contaminated+excess_extraction	0.864
qwerty_persistence_mechanism__beneficiary_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
qwerty_persistence_mechanism__lock_in_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4221666666666667
qwerty_persistence_mechanism__naturalization_reading	contaminated+factorization+excess_extraction	0.8355
qwerty_vs_dvorak	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
rating_agency_procyclicality	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
rbio_practice_norm_complex__hegemonic_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
rbio_practice_norm_complex__liberal_institutional_reading	contaminated+excess_extraction	0.8320000000000001
rbio_practice_norm_complex__sovereignty_maximalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
reader_informed_consent	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
reformation_composite__political_realignment_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
reformation_composite__technological_mediation_reading	pure_coordination	1.0
reformation_composite__theological_fragmentation_reading	contaminated+factorization+excess_extraction	0.599
reformation_event_boundary__composite_overdetermination_reading	contaminated+factorization+excess_extraction	0.623
reformation_event_boundary__political_swap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
reformation_event_boundary__theological_climb_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
refugee_convention_text__expansive_humanitarian_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
refugee_convention_text__procedural_integrity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.38199999999999995
refugee_convention_text__restrictive_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
regional_military_balance_stability	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4221666666666667
regional_patron_state_competition	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
remonstrance_authority__crown_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.38216666666666665
remonstrance_authority__magistrate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
researcher_credibility_signal	contaminated+factorization+excess_extraction	0.575
resource_lock_in_mechanism	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
reward_model_misalignment	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
rfc9293_tcp_specification__middlebox_realism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
rfc9293_tcp_specification__optimization_latitude_reading	contaminated+excess_extraction	0.936
rfc9293_tcp_specification__strict_invariance_reading	contaminated+excess_extraction	0.9760000000000001
rogers_commission_findings__actuarial_risk_acceptance	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
rogers_commission_findings__engineering_absolute_threshold	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
rogers_commission_findings__management_compliance_narrative	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5063333333333334
roman_tax_collection_system	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
rome_statute_jurisdiction__hybrid_complementarity_reading	contaminated+factorization+excess_extraction	0.607
rome_statute_jurisdiction__sovereigntist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
rome_statute_jurisdiction__universalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
sacrifice_commandment__archive_maintenance	contaminated+factorization+excess_extraction	0.647
sacrifice_commandment__performance_only	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
sacrifice_commandment__study_as_performance	pure_coordination	1.0
salic_prohibition__cognatic_reversion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
salic_prohibition__immutable_mandate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
salic_prohibition__sovereign_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
scam_doubt_manufacturing	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
school_choice_system	contaminated+excess_extraction	0.8520000000000001
scientific_paradigm_lifecycle	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
script_as_identity__kemalist_rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.366
script_as_identity__ottoman_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
script_as_identity__phonetic_instrumentalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
scriptural_authority_contest	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
second_amendment_arms_right__civic_republican_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.45799999999999996
second_amendment_arms_right__collective_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
second_amendment_arms_right__individual_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
second_amendment_boundary__individual_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
second_amendment_boundary__insurrectionist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
second_amendment_boundary__militia_conditioned_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
second_amendment_scope__civic_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
second_amendment_scope__collective_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.48216666666666663
second_amendment_scope__individual_right_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.6458333333333334
second_amendment_text__collective_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
second_amendment_text__collective_security_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
second_amendment_text__collectivist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7738333333333334
second_amendment_text__hybrid_civic_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5063333333333334
second_amendment_text__hybrid_scope_limitation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
second_amendment_text__individual_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.366
second_amendment_text__individualist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
second_amendment_text__originalist_civic_virtue_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
secularization_pressure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
selection_pressure_architecture	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
selective_retention_necessity	contaminated+factorization+excess_extraction	0.599
separation_of_powers_text__formalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
separation_of_powers_text__functionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
separation_of_powers_text__unitary_executive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
settlement_fait_accompli	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
sex_gender_category__biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
sex_gender_category__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
sex_gender_category__identity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3365
shinbutsu_coexistence_commitment__domain_partition_reading	contaminated+excess_extraction	0.9440000000000001
shinbutsu_coexistence_commitment__incoherent_bundle_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
shinbutsu_coexistence_commitment__syncretic_fusion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.31083333333333335
simultaneous_veneration__domain_partition_reading	pure_coordination	1.0
simultaneous_veneration__ontological_fusion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
simultaneous_veneration__pragmatic_incoherence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
slot_trading_secondary_market	contaminated+factorization+excess_extraction	0.627
smallholder_tenure_insecurity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35250000000000004
social_conformity_infrastructure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
software_keyboard_driver_standardization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.38199999999999995
solid_state_phased_array_steering	contaminated+excess_extraction	0.9600000000000001
solidarity_mirror_trap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
soteriological_kernel_contest	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
sound_money_scarcity_anchor	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5691666666666667
south_china_sea_freedom_of_navigation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
sovereign_legitimacy__constitutional_hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.49816666666666665
sovereign_legitimacy__monarchical_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
sovereign_legitimacy__republican_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
sovereignty_cost_premium	contaminated+excess_extraction	0.936
spanish_political_opposition_suppression	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
speculative_price_volatility	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
speech_harm_boundary__absolutist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
speech_harm_boundary__dignity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
speech_harm_boundary__harm_balancing_reading	contaminated+factorization+excess_extraction	0.607
speech_protection_boundary__balancing_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
speech_protection_boundary__dignitary_harm_reading	contaminated+factorization+excess_extraction	0.607
speech_protection_boundary__near_absolutist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
speech_protection_kernel__absolutist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
speech_protection_kernel__democratic_participation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
speech_protection_kernel__dignity_reading	contaminated+factorization+excess_extraction	0.607
speech_protection_kernel__harm_threshold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
speech_protection_kernel__marketplace_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4101666666666667
state_commitment_installation_mechanism__endogenous_climb_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
state_commitment_installation_mechanism__exogenous_imposition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
state_commitment_installation_mechanism__hybrid_cascade_reading	contaminated+factorization+excess_extraction	0.599
state_execution_authority__abolition_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
state_execution_authority__deterrence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
state_execution_authority__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5083333333333333
state_killing_authority__abolition_reading	pure_natural_law	1.0
state_killing_authority__deterrence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
state_killing_authority__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
state_killing_legitimacy__abolition_reading	contaminated+factorization+excess_extraction	0.575
state_killing_legitimacy__deterrence_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5063333333333334
state_killing_legitimacy__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
state_recognition_vs_indigenous_presence	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4666666666666667
state_surveillance_capacity_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
status_market_fragmentation	contaminated+factorization+excess_extraction	0.615
statute_of_anne_ip_foundation__conceptual_emergence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
statute_of_anne_ip_foundation__entangled_event_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.39
statute_of_anne_ip_foundation__institutional_reallocation_reading	contaminated+excess_extraction	0.8520000000000001
statutory_debt_ceiling__constitutional_nullity_reading	pure_coordination	1.0
statutory_debt_ceiling__coordination_scaffold_reading	contaminated+excess_extraction	0.9520000000000001
statutory_debt_ceiling__extraction_snare_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
stone_land_use_rule__behavioral_competence	pure_coordination	0.988
stone_land_use_rule__commemorative_husk	contaminated+factorization+excess_extraction	0.575
structural_adjustment_conditionalities__creditor_coordination_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7938333333333334
structural_adjustment_conditionalities__debtor_extraction_reading	contaminated+factorization+excess_extraction	0.5
structural_adjustment_conditionalities__hybrid_selectivity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4786666666666667
structural_position_constraint_divergence	contaminated+factorization+excess_extraction	0.627
subscriber_attention_commons	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
subscription_retention_imperative	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
substance_control_authority__harm_reduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5213333333333333
substance_control_authority__legalization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
substance_control_authority__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
substance_control_kernel__harm_reduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
substance_control_kernel__legalization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5533333333333333
substance_control_kernel__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
substance_control_legitimacy__harm_reduction_reading	contaminated+factorization+excess_extraction	0.623
substance_control_legitimacy__legalization_reading	contaminated+factorization+excess_extraction	0.627
substance_control_legitimacy__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
sunk_cost_escalation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
supermajority_threshold__adaptive_gradient_reading	contaminated+factorization+excess_extraction	0.607
supermajority_threshold__consensus_safeguard_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7738333333333334
supermajority_threshold__minoritarian_veto_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
switching_cost_asymmetry	contaminated+factorization+nonsensical_coupling+excess_extraction	0.49583333333333335
takings_clause_boundary__categorical_takings_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
takings_clause_boundary__physical_appropriation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
takings_clause_boundary__regulatory_takings_reading	contaminated+factorization+excess_extraction	0.607
tcp_ip_interpretation__neutrality_reading	contaminated+excess_extraction	0.8320000000000001
tcp_ip_interpretation__prioritization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
tcp_ip_interpretation__zero_rating_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.378
technology_reformation_causality__beneficiary_agency_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.40199999999999997
technology_reformation_causality__co_constitution_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4101666666666667
technology_reformation_causality__technological_determinism_reading	contaminated+excess_extraction	0.936
temple_sacrifice_obligation__messianic_suspension	pure_coordination	1.0
temple_sacrifice_obligation__study_as_archiving	contaminated+factorization+nonsensical_coupling+excess_extraction	0.6858333333333334
temple_sacrifice_obligation__study_as_occupation	pure_coordination	0.9840000000000001
tenure_contract__academic_freedom_reading	contaminated+excess_extraction	0.928
tenure_contract__demographic_reproduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
tenure_contract__institutional_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
territorial_legitimacy__indigenous_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
territorial_legitimacy__partition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
territorial_legitimacy__security_necessity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
territorial_legitimacy_dual__palestinian_autochthony_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
territorial_legitimacy_dual__two_state_coexistence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3245
territorial_legitimacy_dual__zionist_refuge_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
territorial_sovereignty_legitimacy__covenant_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
territorial_sovereignty_legitimacy__existential_matrix_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
territorial_sovereignty_legitimacy__self_determination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
thermodynamics_entropy	contaminated+excess_extraction	0.9600000000000001
topological_invariant_universality	contaminated+excess_extraction	0.9600000000000001
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	contaminated+factorization+excess_extraction	0.6389999999999999
tordesillas_demarcation_kernel__spanish_conquest_legitimation	contaminated+factorization+excess_extraction	0.5
total_war_possibility_space__deterrence_equilibrium_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
total_war_possibility_space__nuclear_taboo_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
total_war_reachability_boundary__contingent_reachability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4405
total_war_reachability_boundary__contraction_reading	pure_natural_law	0.992
total_war_reachability_boundary__dropping_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
total_war_winnability_post1945__normative_reading_drop	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4245
total_war_winnability_post1945__strategic_culture_drift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.28833333333333333
total_war_winnability_post1945__structural_contraction_reading	pure_coordination	0.992
toy_industry_consolidation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.378
transition_causality__contingent_choice_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
transition_causality__hybrid_trigger_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3941666666666667
transition_causality__overdetermined_collapse_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3245
treaty_authority_cession__crown_cession_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
treaty_authority_cession__rangatiratanga_retention_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2948333333333334
treaty_authority_cession__retrospective_snare_exposure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
trips_agreement_interpretive_kernel__public_health_flexibility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4205
trips_agreement_interpretive_kernel__strong_exclusivity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3941666666666667
tsunami_stone_commitment__behavioral_competence_reading	contaminated+excess_extraction	0.9760000000000001
tsunami_stone_commitment__catastrophe_validation_axis	pure_natural_law	0.992
tsunami_stone_commitment__commemorative_husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
turkish_graphemic_substrate__gradual_transition_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5198333333333334
turkish_graphemic_substrate__ottoman_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
turkish_graphemic_substrate__secular_nationalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
udhr_article_3__negative_liberty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
udhr_article_3__positive_entitlement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2988333333333334
udhr_article_3__procedural_hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
udhr_authority__aspirational_sovereignty_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7658333333333334
udhr_authority__binding_universalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2868333333333334
udhr_authority__customary_emergence_reading	contaminated+factorization+excess_extraction	0.607
unclos_2026	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3941666666666667
unclos_maritime_sovereignty__expansive_construction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35250000000000004
unclos_maritime_sovereignty__hybrid_effective_control_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3765
unclos_maritime_sovereignty__strict_geographic_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
unclos_sovereignty_boundary__historical_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.422
unclos_sovereignty_boundary__strict_eez_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3821666666666667
unconditional_income_support__dependency_trap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
unconditional_income_support__freedom_floor_reading	pure_coordination	0.988
unconditional_income_support__universality_paradox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
unconditional_university_offers_uk	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
unfalsifiable_credential_preload	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
unsc_242_withdrawal_clause__interpretive_authority_structure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
unsc_242_withdrawal_clause__maximal_withdrawal_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
unsc_242_withdrawal_clause__partial_withdrawal_reading	contaminated+excess_extraction	0.8320000000000001
us_constitution_1787__living_reading	contaminated+factorization+excess_extraction	0.607
us_constitution_1787__originalist_reading	contaminated+nonsensical_coupling+excess_extraction	0.7313333333333334
us_constitution_1787__positivist_reading	contaminated+factorization+excess_extraction	0.647
us_constitution_interpretive__living_constitution_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
us_constitution_interpretive__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
us_constitution_interpretive__popular_constitutionalism_reading	contaminated+factorization+excess_extraction	0.6389999999999999
us_constitution_meaning__living_constitutionalist_reading	contaminated+factorization+excess_extraction	0.607
us_constitution_meaning__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
us_constitution_meaning__positivist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
us_constitution_text__living_constitutionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
us_constitution_text__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
us_constitution_text__positivist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
us_greenland_envoy	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5063333333333334
us_international_accountability_exemption	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
us_military_spending_justification	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35250000000000004
us_sdf_alliance_abandonment_2026	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
us_venezuela_oil_pressure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
usul_al_fiqh_method__hanafi_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
usul_al_fiqh_method__hanbali_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
usul_al_fiqh_method__maliki_reading	contaminated+factorization+excess_extraction	0.639
usul_al_fiqh_method__shafii_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4541666666666667
vaccine_mandate_balance__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.39583333333333337
vaccine_mandate_balance__proportionality_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5653333333333334
vaccine_mandate_balance__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	contaminated+factorization+excess_extraction	0.575
vaccine_mandate_legitimacy__public_health_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
vaccine_mandate_legitimacy__risk_stratification_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
vaccine_mandates_school_entry	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3365
value_alignment_drift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
vatican_ii_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
vatican_ii_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
