constraint	fixed_structural
state_commitment_installation_mechanism__exogenous_imposition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_commitment_installation_mechanism__hybrid_cascade_reading	contaminated+factorization+excess_extraction
state_execution_authority__abolition_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
state_execution_authority__deterrence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_execution_authority__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_killing_authority__abolition_reading	pure_natural_law
state_killing_authority__deterrence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_killing_authority__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_killing_legitimacy__abolition_reading	contaminated+factorization+excess_extraction
state_killing_legitimacy__deterrence_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
state_killing_legitimacy__retributive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_recognition_vs_indigenous_presence	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_surveillance_capacity_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
status_market_fragmentation	contaminated+factorization+excess_extraction
statute_of_anne_ip_foundation__conceptual_emergence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
statute_of_anne_ip_foundation__entangled_event_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
statute_of_anne_ip_foundation__institutional_reallocation_reading	contaminated+excess_extraction
statutory_debt_ceiling__constitutional_nullity_reading	pure_coordination
statutory_debt_ceiling__coordination_scaffold_reading	contaminated+excess_extraction
statutory_debt_ceiling__extraction_snare_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
stone_land_use_rule__behavioral_competence	pure_coordination
stone_land_use_rule__commemorative_husk	contaminated+factorization+excess_extraction
structural_adjustment_conditionalities__creditor_coordination_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
structural_adjustment_conditionalities__debtor_extraction_reading	contaminated+factorization+excess_extraction
structural_adjustment_conditionalities__hybrid_selectivity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
structural_position_constraint_divergence	contaminated+factorization+excess_extraction
subscriber_attention_commons	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
subscription_retention_imperative	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_authority__harm_reduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_authority__legalization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_authority__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_kernel__harm_reduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_kernel__legalization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_kernel__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
substance_control_legitimacy__harm_reduction_reading	contaminated+factorization+excess_extraction
substance_control_legitimacy__legalization_reading	contaminated+factorization+excess_extraction
substance_control_legitimacy__prohibition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sunk_cost_escalation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
supermajority_threshold__adaptive_gradient_reading	contaminated+factorization+excess_extraction
supermajority_threshold__consensus_safeguard_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
supermajority_threshold__minoritarian_veto_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
switching_cost_asymmetry	contaminated+factorization+nonsensical_coupling+excess_extraction
takings_clause_boundary__categorical_takings_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
takings_clause_boundary__physical_appropriation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
takings_clause_boundary__regulatory_takings_reading	contaminated+factorization+excess_extraction
tcp_ip_interpretation__neutrality_reading	contaminated+excess_extraction
tcp_ip_interpretation__prioritization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
tcp_ip_interpretation__zero_rating_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
technology_reformation_causality__beneficiary_agency_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
technology_reformation_causality__co_constitution_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
technology_reformation_causality__technological_determinism_reading	contaminated+excess_extraction
temple_sacrifice_obligation__messianic_suspension	pure_coordination
temple_sacrifice_obligation__study_as_archiving	contaminated+factorization+nonsensical_coupling+excess_extraction
temple_sacrifice_obligation__study_as_occupation	pure_coordination
tenure_contract__academic_freedom_reading	contaminated+excess_extraction
tenure_contract__demographic_reproduction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
tenure_contract__institutional_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy__indigenous_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy__partition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy__security_necessity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy_dual__palestinian_autochthony_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy_dual__two_state_coexistence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_legitimacy_dual__zionist_refuge_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_sovereignty_legitimacy__covenant_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_sovereignty_legitimacy__existential_matrix_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
territorial_sovereignty_legitimacy__self_determination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
thermodynamics_entropy	contaminated+excess_extraction
topological_invariant_universality	contaminated+excess_extraction
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	contaminated+factorization+excess_extraction
tordesillas_demarcation_kernel__spanish_conquest_legitimation	contaminated+factorization+excess_extraction
total_war_possibility_space__deterrence_equilibrium_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_possibility_space__nuclear_taboo_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_reachability_boundary__contingent_reachability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_reachability_boundary__contraction_reading	pure_natural_law
total_war_reachability_boundary__dropping_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_winnability_post1945__normative_reading_drop	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_winnability_post1945__strategic_culture_drift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
total_war_winnability_post1945__structural_contraction_reading	pure_coordination
toy_industry_consolidation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
transition_causality__contingent_choice_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
transition_causality__hybrid_trigger_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
transition_causality__overdetermined_collapse_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
treaty_authority_cession__crown_cession_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
treaty_authority_cession__rangatiratanga_retention_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
treaty_authority_cession__retrospective_snare_exposure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
trips_agreement_interpretive_kernel__public_health_flexibility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
trips_agreement_interpretive_kernel__strong_exclusivity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
tsunami_stone_commitment__behavioral_competence_reading	contaminated+excess_extraction
tsunami_stone_commitment__catastrophe_validation_axis	pure_natural_law
tsunami_stone_commitment__commemorative_husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
turkish_graphemic_substrate__gradual_transition_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
turkish_graphemic_substrate__ottoman_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
turkish_graphemic_substrate__secular_nationalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
udhr_article_3__negative_liberty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
udhr_article_3__positive_entitlement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
udhr_article_3__procedural_hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
udhr_authority__aspirational_sovereignty_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
udhr_authority__binding_universalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
udhr_authority__customary_emergence_reading	contaminated+factorization+excess_extraction
unclos_2026	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_maritime_sovereignty__expansive_construction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_maritime_sovereignty__hybrid_effective_control_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_maritime_sovereignty__strict_geographic_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_sovereignty_boundary__historical_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unclos_sovereignty_boundary__strict_eez_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unconditional_income_support__dependency_trap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unconditional_income_support__freedom_floor_reading	pure_coordination
unconditional_income_support__universality_paradox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unconditional_university_offers_uk	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unfalsifiable_credential_preload	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unsc_242_withdrawal_clause__interpretive_authority_structure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unsc_242_withdrawal_clause__maximal_withdrawal_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
unsc_242_withdrawal_clause__partial_withdrawal_reading	contaminated+excess_extraction
us_constitution_1787__living_reading	contaminated+factorization+excess_extraction
us_constitution_1787__originalist_reading	contaminated+nonsensical_coupling+excess_extraction
us_constitution_1787__positivist_reading	contaminated+factorization+excess_extraction
us_constitution_interpretive__living_constitution_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
us_constitution_interpretive__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_constitution_interpretive__popular_constitutionalism_reading	contaminated+factorization+excess_extraction
us_constitution_meaning__living_constitutionalist_reading	contaminated+factorization+excess_extraction
us_constitution_meaning__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_constitution_meaning__positivist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_constitution_text__living_constitutionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_constitution_text__originalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_constitution_text__positivist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_greenland_envoy	contaminated+factorization+nonsensical_coupling+excess_extraction
us_international_accountability_exemption	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_military_spending_justification	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_sdf_alliance_abandonment_2026	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
us_venezuela_oil_pressure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
usul_al_fiqh_method__hanafi_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
usul_al_fiqh_method__hanbali_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
usul_al_fiqh_method__maliki_reading	contaminated+factorization+excess_extraction
usul_al_fiqh_method__shafii_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vaccine_mandate_balance__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vaccine_mandate_balance__proportionality_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
vaccine_mandate_balance__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	contaminated+factorization+excess_extraction
vaccine_mandate_legitimacy__public_health_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vaccine_mandate_legitimacy__risk_stratification_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vaccine_mandates_school_entry	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
value_alignment_drift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_authority__rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_doctrinal_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_doctrinal_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_doctrinal_authority__rupture_progressive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_magisterial_authority__composite_overdetermination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_magisterial_authority__continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vatican_ii_magisterial_authority__rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vedic_corpus_social_prescription__colonial_orientalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vedic_corpus_social_prescription__orthodox_varna_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vedic_corpus_social_prescription__reformist_spiritual_reading	contaminated+excess_extraction
vedic_dharmic_corpus__bhakti_devotional_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vedic_dharmic_corpus__hereditary_monopoly_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vedic_dharmic_corpus__reformist_egalitarian_reading	contaminated+excess_extraction
venal_office_structural_base	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
vendor_certification_capture	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
versailles_reparations_clauses__limited_responsibility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
versailles_reparations_clauses__punitive_liability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
versailles_reparations_clauses__repudiation_reading	contaminated+factorization+excess_extraction
visa_mastercard_interchange_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
voluntary_presence_constraint	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
waitangi_sovereignty_allocation__crown_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
waitangi_sovereignty_allocation__partnership_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
waitangi_sovereignty_allocation__rangatiratanga_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
war_powers_allocation__congressional_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
war_powers_allocation__functional_accommodation_reading	contaminated+factorization+excess_extraction
war_powers_allocation__inherent_executive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
war_winnability_post_1945__countervailing_thinkable	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
war_winnability_post_1945__deterrence_unthinkable	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
war_winnability_post_1945__rhetorical_contraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
weak_law_large_numbers	contaminated+excess_extraction
web_app_friction_tax	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
well_ordering_theorem	pure_natural_law
westphalia_sovereignty__absolute_non_intervention	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalia_sovereignty__conditional_responsibility	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalia_sovereignty__graded_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalian_sovereignty__absolute_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalian_sovereignty__conditional_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalian_sovereignty__governance_quality_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
westphalian_sovereignty__graduated_sovereignty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
westphalian_sovereignty__r2p_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
woman_category__gender_identity_reading	contaminated+factorization+excess_extraction
woman_category__intersex_accommodation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
woman_category__sex_biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
woman_female_category__gender_identity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
woman_female_category__hybrid_contextual_reading	contaminated+factorization+excess_extraction
woman_female_category__sex_biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
workplace_surveillance_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
wto_dsb_authority__advisory_coordination_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
wto_dsb_authority__binding_referee_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
wto_dsb_authority__judicial_activism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
wto_treaty_framework__developmental_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
wto_treaty_framework__market_access_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
zero_as_number_entry__contingent_thinkability_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
zero_as_number_entry__hybrid_scaffolding_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
zero_as_number_entry__universal_discovery_reading	contaminated+excess_extraction
zero_mathematical_status__number_reading	contaminated+excess_extraction
zero_mathematical_status__parmenidean_rejection	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
zero_mathematical_status__placeholder_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
zone_failure_recovery_coupling	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
