constraint	status	purity	F	SI	CC	EX	has_coupling	scope_result	has_nonsense	has_excess	structural	zone
legitimate_knowledge_boundary__hybrid_coproduction_reading	scored	0.4983333333333334	0.0	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	contaminated
liability_attribution__deployer_liability	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
liability_attribution__developer_liability	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
liability_attribution__shared_liability	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
licensing_statute_mandate__graduated_access_filter	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
licensing_statute_mandate__public_safety_coordination	scored	0.7258333333333333	0.625	1.0	0.8333333333333334	0.4	1	invariant	1	1	inconclusive	sound
licensing_statute_mandate__rent_seeking_suppression	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	degraded
liturgical_vernacularization	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
living_language_status__literary_continuity_reading	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
living_language_status__liturgical_preservation_reading	scored	0.4165	0.0	0.75	0.5	0.52	1	variant_2	1	1	inconclusive	contaminated
living_language_status__native_generation_reading	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
lycurgan_laws__adaptive_fiction_reading	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
lycurgan_laws__demographic_trap_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
lycurgan_laws__sacral_fidelity_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
maat_order_principle__distributed_maintenance_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
maat_order_principle__divine_mandate_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
maat_order_principle__reciprocity_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
magna_carta_1215__baronial_privilege_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
magna_carta_1215__living_document_reading	scored	0.615	0.25	1.0	1.0	0.19999999999999996	1	invariant	0	1	inconclusive	borderline
magna_carta_1215__universal_rights_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
magna_carta_clause_39__feudal_prerogative_reading	scored	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	pristine
magna_carta_clause_39__liberal_due_process_reading	scored	0.623	0.25	1.0	1.0	0.24	1	invariant	0	1	inconclusive	borderline
magna_carta_clause_39__originalist_limitation_reading	scored	0.48216666666666663	0.0	0.75	0.6666666666666667	0.6399999999999999	1	variant_2	1	1	inconclusive	contaminated
magna_carta_constraint_authority__feudal_obsolescence_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
magna_carta_constraint_authority__living_constitutionalism_reading	scored	0.7738333333333334	0.625	1.0	0.8333333333333334	0.6399999999999999	1	invariant	1	1	inconclusive	sound
magna_carta_constraint_authority__parliamentary_sovereignty_reading	scored	0.647	0.25	1.0	1.0	0.3600000000000001	1	invariant	0	1	inconclusive	borderline
mandate_legitimacy_scope__bodily_autonomy_primary	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
mandate_legitimacy_scope__proportionality_reading	scored	0.623	0.25	1.0	1.0	0.24	1	invariant	0	1	inconclusive	borderline
mandate_legitimacy_scope__public_health_primary	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
manifesto_revolutionary_method__council_communist_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
manifesto_revolutionary_method__democratic_gradualism_reading	scored	0.5583333333333333	0.0	1.0	0.8333333333333334	0.5	1	invariant	1	1	inconclusive	borderline
manifesto_revolutionary_method__vanguard_rupture_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
market_as_natural_default__beneficiary_maintained_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
market_as_natural_default__dual_operation_reading	scored	0.39	0.125	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
market_as_natural_default__engineered_closure_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
market_as_natural_default__lapsed_alternative_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
market_as_natural_default__lapsed_closure_reading	scored	0.26433333333333336	0.0	0.5	0.33333333333333337	0.28	1	variant_3	1	1	inconclusive	degraded
market_dominance_lock_in	scored	0.6389999999999999	0.25	1.0	1.0	0.31999999999999995	1	invariant	0	1	inconclusive	borderline
market_naturalization__beneficiary_maintained_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
market_naturalization__hybrid_reading	scored	0.6549999999999999	0.25	1.0	1.0	0.3999999999999999	1	invariant	0	1	inconclusive	borderline
market_naturalization__lapsed_alternative_reading	scored	0.8555	0.625	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	sound
marriage_authority__communal_autonomy_reading	scored	0.8400000000000001	1.0	1.0	1.0	0.20000000000000007	1	invariant	0	1	inconclusive	sound
marriage_authority__federalist_millet_reading	scored	0.7658333333333334	0.625	1.0	0.8333333333333334	0.6	1	invariant	1	1	inconclusive	sound
marriage_authority__gender_rights_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
marriage_authority__judicial_harmonization_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
marriage_authority__secularist_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	scored	0.7658333333333334	0.625	1.0	0.8333333333333334	0.6	1	invariant	1	1	inconclusive	sound
marriage_commitment_legitimacy__exogenous_override_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
marriage_commitment_legitimacy__hybrid_pragmatic_reading	scored	0.5358333333333334	0.125	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	borderline
marriage_commitment_reversal__endogenous_reinterpretation_reading	scored	0.7233333333333334	0.75	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	sound
marriage_commitment_reversal__exogenous_override_reading	scored	0.35	0.125	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
marriage_commitment_reversal__practice_doctrine_gap	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
marriage_sacrament__civic_pastoral_reading	scored	0.7233333333333334	0.75	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	sound
marriage_sacrament__hierarchical_indissolubility_reading	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
maximum_entropy_principle	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
maxwell_demon_impossibility	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
mco_unit_system_discontinuity	scored	0.4085	0.0	0.75	0.5	0.48	1	variant_2	1	1	inconclusive	contaminated
measurement_timing_authority_erosion	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
mercosur_tariff_harmonization	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
meritocracy_theater	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	0.0	1	variant_2	1	1	inconclusive	degraded
metamorphosis_samsa	scored	0.4666666666666667	0.375	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
microscopy_color_bottleneck	scored	0.936	1.0	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	pristine
middlebox_interception	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
monetary_anchor_principle__overdetermined_composite_reading	scored	0.4823333333333334	0.0	1.0	0.8333333333333334	0.12	1	invariant	1	1	inconclusive	contaminated
monetary_anchor_principle__punctuated_swap_reading	scored	0.643	0.25	1.0	1.0	0.3400000000000001	1	invariant	0	1	inconclusive	borderline
monetary_anchor_principle__triffin_inevitability_reading	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
monopoly_rulebook__extraction_demo_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
monopoly_rulebook__social_scaffold_reading	scored	0.4205	0.0	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
monopoly_rulebook__tournament_orthodoxy_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
montevideo_statehood_criteria__constitutive_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
montevideo_statehood_criteria__declaratory_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
montevideo_statehood_criteria__hybrid_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
monty_hall_conditional_probability	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
multilateral_arms_control_authority_erosion	scored	0.4746666666666667	0.375	0.75	0.6666666666666667	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
n26usc469_real_estate_exemption	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
nafta_jurisdictional_boundary__capital_supremacy_reading	scored	0.3245	0.0	0.75	0.5	0.06000000000000005	1	variant_2	1	1	inconclusive	contaminated
nafta_jurisdictional_boundary__embedded_liberalism_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
nafta_jurisdictional_boundary__sovereignty_primacy_reading	scored	0.4541666666666667	0.0	0.75	0.6666666666666667	0.5	1	variant_2	1	1	inconclusive	contaminated
naskh_principle__classical_abrogation	scored	0.6938333333333334	0.625	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
naskh_principle__contextual_harmonization	scored	0.8240000000000001	1.0	1.0	1.0	0.12	1	invariant	0	1	inconclusive	sound
naskh_principle__progressive_restriction	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
neural_interface_standardization	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
neurodivergent_workplace_exclusion	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
newtons_method_convergence	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
nicene_christological_kernel__homoiousios_reading	scored	0.639	0.25	1.0	1.0	0.32000000000000006	1	invariant	0	1	inconclusive	borderline
nicene_christological_kernel__homoousios_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
nicene_creed_authority__boundary_maintenance_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
nicene_creed_authority__confessional_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
nicene_creed_authority__imperial_uniformity_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
nicene_creed_authority__liturgical_habituation_reading	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
nicene_creed_authority__strict_orthodox_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
nicene_creed_authority__symbolic_confessional_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
northeast_asian_wmd_proliferation	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
notability_guidelines__deletionist_reading	scored	0.7258333333333333	0.625	1.0	0.8333333333333334	0.4	1	invariant	1	1	inconclusive	sound
notability_guidelines__deliberative_reading	scored	0.7498333333333334	0.625	1.0	0.8333333333333334	0.52	1	invariant	1	1	inconclusive	sound
notability_guidelines__inclusionist_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
npat_regime_delegitimization	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
npt_article_iv_vi_pairing__abolitionist	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
npt_article_iv_vi_pairing__grand_bargain	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
npt_article_iv_vi_pairing__nonproliferation_primary	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_1970__oligopoly_enforcement_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_1970__reciprocal_disarmament_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_1970__withdrawal_sovereignty_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_text__nnws_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_text__nws_reading	scored	0.37399999999999994	0.125	0.75	0.5	0.11999999999999988	1	variant_2	1	1	inconclusive	contaminated
npt_treaty_text__withdrawal_threshold_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
nsl_legal_text__democratic_enclosure_reading	scored	0.5	0.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
nsl_legal_text__jurisdictional_capture_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
nsl_legal_text__sovereignty_restoration_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
nuclear_impossibility_kernel__credibility_paradox_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
nuclear_impossibility_kernel__rational_dropout_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
nuclear_impossibility_kernel__structural_contraction_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
ocean_acidification	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
ocean_governance_fragmentation	scored	0.5321666666666667	0.5	0.75	0.6666666666666667	0.14000000000000012	1	variant_2	1	1	inconclusive	borderline
one_country_two_systems_framework__autonomy_primacy_reading	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
one_country_two_systems_framework__balanced_coexistence_reading	scored	0.7313333333333334	0.75	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	sound
one_country_two_systems_framework__sovereignty_primacy_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
ontological_friction_resolution	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
openai_default_data_training	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
openai_health_review	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
openclaw_regulation	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
optimization_under_uncertainty	scored	0.378	0.125	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
organ_scarcity_moral_rationing	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
ost_article_ii_non_appropriation__commons_conservation	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
ost_article_ii_non_appropriation__extraction_permissive	scored	0.4663333333333334	0.0	1.0	0.8333333333333334	0.040000000000000036	1	invariant	1	1	inconclusive	contaminated
ost_article_ii_non_appropriation__international_regime	scored	0.5316666666666667	0.125	0.75	0.6666666666666667	0.7000000000000001	1	variant_2	1	1	inconclusive	borderline
overbite_developmental_drift	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
paleoclimate_proxy_substitution	scored	0.8	1.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	sound
papal_temporal_authority_mountain	scored	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	pristine
paris_article_4_ndc__equity_reading	scored	0.5263333333333334	0.0	1.0	0.8333333333333334	0.3400000000000001	1	invariant	1	1	inconclusive	borderline
paris_article_4_ndc__sovereigntist_reading	scored	0.7938333333333334	0.625	1.0	0.8333333333333334	0.74	1	invariant	1	1	inconclusive	sound
paris_article_4_ndc__supranational_reading	scored	0.3621666666666667	0.0	0.75	0.6666666666666667	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
pathologization_of_poverty_and_marginalization	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
performative_vs_epistemic_conflict	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
permissive_license_text__commons_coordination_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
permissive_license_text__copyleft_counterfactual_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
permissive_license_text__corporate_moat_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
perovskite_solar_cell_certification_gap	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
personal_data_market_concentration	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
personhood_boundary__birth_reading	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
personhood_boundary__birth_threshold_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
personhood_boundary__conception_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
personhood_boundary__developmental_capacity_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
personhood_boundary__spartan_eugenic_reading	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
personhood_boundary__viability_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
pharmaceutical_safety_obfuscation	scored	0.378	0.125	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
planar_graph_embeddability	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
platform_content_moderation_snare	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
platform_copyright_liability_shift	scored	0.3821666666666667	0.0	0.75	0.6666666666666667	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
platform_lock_in_extraction	scored	0.35250000000000004	0.0	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
plural_marriage_mandate__endogenous_reinterpretation_reading	scored	0.40049999999999997	0.0	0.75	0.5	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
plural_marriage_mandate__exogenous_override_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
plural_marriage_mandate__institutional_pragmatism_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
political_autonomy_mainland_territories	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
poverty_trap_asset_seizure	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
power_indexed_classification_variance	scored	0.631	0.25	1.0	1.0	0.28	1	invariant	0	1	inconclusive	borderline
preah_vihear_territorial_claim	scored	0.3621666666666667	0.0	0.75	0.6666666666666667	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
predictive_surveillance_extractiveness	scored	0.5	0.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
preparedness_commitment__competence_reading	scored	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	pristine
preparedness_commitment__husk_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
preparedness_commitment__hybrid_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
preparedness_retention__competence_reading	scored	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	pristine
preparedness_retention__husk_reading	scored	0.3621666666666667	0.0	0.75	0.6666666666666667	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
preparedness_retention__hybrid_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
preparedness_transmission__competence_reading	scored	0.9520000000000001	1.0	1.0	1.0	0.76	1	invariant	0	1	inconclusive	pristine
preparedness_transmission__husk_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
preparedness_transmission__hybrid_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
press_reformation_causality__beneficiary_deployment	scored	0.4996666666666667	0.125	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
press_reformation_causality__precondition_convergence	scored	0.4596666666666667	0.125	0.75	0.6666666666666667	0.3400000000000001	1	variant_2	1	1	inconclusive	contaminated
press_reformation_causality__technological_inevitability	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
press_reformation_causation__mutual_shaping	scored	0.4221666666666667	0.0	0.75	0.6666666666666667	0.3400000000000001	1	variant_2	1	1	inconclusive	contaminated
press_reformation_causation__strategic_deployment	scored	0.8	1.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	sound
press_reformation_causation__technological_determinism	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
preventive_medicine_implementation_gap	scored	0.5186666666666667	0.375	0.75	0.6666666666666667	0.26	1	variant_2	1	1	inconclusive	borderline
primary_election_capture	scored	0.3821666666666667	0.0	0.75	0.6666666666666667	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
privilege_architecture_coordination	scored	0.3685	0.0	0.75	0.5	0.28	1	variant_2	1	1	inconclusive	contaminated
processed_food_sodium_targeting	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
professional_licensing_barriers	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
professional_table_tennis_labor_markets	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
provincial_tax_collection	scored	0.40199999999999997	0.125	0.75	0.5	0.26	1	variant_2	1	1	inconclusive	contaminated
public_health_mandate_authority__bodily_autonomy_primary	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
public_health_mandate_authority__proportionality_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
public_health_mandate_authority__public_health_primary	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
qualified_immunity_doctrine__accountability_void_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
qualified_immunity_doctrine__constitutional_fidelity_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
qualified_immunity_doctrine__protective_scaffold_reading	scored	0.623	0.25	1.0	1.0	0.24	1	invariant	0	1	inconclusive	borderline
quantum_critical_point_superconductivity	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
quantum_formalism__copenhagen_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
quantum_formalism__many_worlds_reading	scored	0.4101666666666667	0.0	0.75	0.6666666666666667	0.28	1	variant_2	1	1	inconclusive	contaminated
quantum_formalism__pilot_wave_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
quran_9_5_scope__abrogating_universal	scored	0.5041666666666667	0.5	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	borderline
quran_9_5_scope__contextual_defensive	scored	0.7738333333333334	0.625	1.0	0.8333333333333334	0.6399999999999999	1	invariant	1	1	inconclusive	sound
quran_9_5_scope__progressive_synthesis	scored	0.4461666666666667	0.0	0.75	0.6666666666666667	0.4600000000000001	1	variant_2	1	1	inconclusive	contaminated
quran_hadith_substrate__reformist_ijtihad	scored	0.639	0.25	1.0	1.0	0.32000000000000006	1	invariant	0	1	inconclusive	borderline
quran_hadith_substrate__state_hybrid	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
quran_hadith_substrate__traditionalist_taqlid	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
quran_ontological_status__created_reading	scored	0.615	0.25	1.0	1.0	0.20000000000000007	1	invariant	0	1	inconclusive	borderline
quran_ontological_status__state_enforced_creation_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
quran_ontological_status__uncreated_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
